file_location,doi,title,authors,year,journal
https___openalex_org_W4400472124.txt,10.1016/j.jpolmod.2024.07.002,Fiscal policy and public debt: Government investment is most effective to promote sustainability,"[""Giovanna Ciaffi"", ""Matteo Deleidi"", ""Lorenzo Di Domenico""]",2024,Journal of Policy Modeling
https___openalex_org_W4312864395.txt,10.5871/jba/010.093,Facing the challenge of digital sustainability as humanities researchers,"[""Joanna Tucker""]",2022,Journal of the British Academy
pmc_PMC5383408.txt,10.2486/indhealth.2016-0044,"Taurine inhibits 2,5-hexanedione-induced oxidative stress and mitochondria-dependent apoptosis in PC12 cells","[""Shuangyue LI"", ""Huai GUAN"", ""Zhiqiang QIAN"", ""Yijie SUN"", ""Chenxue GAO"", ""Guixin LI"", ""Yi YANG"", ""Fengyuan PIAO"", ""Shuhai HU""]",2016,Industrial Health
https___openalex_org_W3135248224.txt,10.1021/acssuschemeng.0c07807,Combining Electrocatalysts and Biobased Adsorbents for Sustainable Denitrification,"[""Zili Ma"", ""Matthias Klimpel"", ""Serhiy Budnyk"", ""Anna Rokicińska"", ""Piotr Kuśtrowski"", ""Richard Dronskowski"", ""Aji P. Mathew"", ""Tetyana M. Budnyak"", ""Adam Slabon""]",2021,ACS Sustainable Chemistry & Engineering
pmc_PMC10141693.txt,10.3390/medicina59040672,The Approach of Artificial Intelligence in Neuroendocrine Carcinomas of the Breast: A Next Step towards Precision Pathology?—A Case Report and Review of the Literature,"[""Diana Maria Chiorean"", ""Melinda-Ildiko Mitranovici"", ""Maria Cezara Mureșan"", ""Corneliu-Florin Buicu"", ""Raluca Moraru"", ""Liviu Moraru"", ""Titiana Cornelia Cotoi"", ""Ovidiu Simion Cotoi"", ""Adrian Apostol"", ""Sabin Gligore Turdean"", ""Claudiu Mărginean"", ""Ion Petre"", ""Ioan Emilian Oală"", ""Zsuzsanna Simon-Szabo"", ""Viviana Ivan"", ""Ancuța Noela Roșca"", ""Havva Serap Toru""]",2023,Medicina
pmc_PMC9887059.txt,10.1038/s41598-023-28619-8,Antireflection of optical anisotropic dielectric metasurfaces,"[""Yu-Hsuan Liao"", ""Wei-Lun Hsu"", ""Chen-Yi Yu"", ""Chih-Ming Wang""]",2023,Scientific Reports
pmc_PMC4176341.txt,10.1093/nar/gku722,Multivariate inference of pathway activity in host immunity and response to therapeutics,"[""Gautam Goel"", ""Kara L. Conway"", ""Martin Jaeger"", ""Mihai G. Netea"", ""Ramnik J. Xavier""]",2014,Nucleic Acids Research
pmc_PMC10141369.txt,10.3390/ncrna9020024,Liquid Biopsies Poorly miRror Renal Ischemia-Reperfusion Injury,"[""Adaysha C. Williams"", ""Vaishali Singh"", ""Pengyuan Liu"", ""Alison J. Kriegel""]",2023,Non-Coding RNA
https___openalex_org_W4321230703.txt,10.54987/jebat.v5i2.775,Implications of Artisanal Crude Oil Refining on Sustainable Food Production in the Niger Delta Region of Nigeria,"[""Glory Richard"", ""Sylvester Chibueze Izah"", ""Matthew Chidozie Ogwu""]",2022,Journal of Environmental Bioremediation and Toxicology
https___openalex_org_W3206020699.txt,10.3390/su132011201,"Protected Geographical Indications for EVOO in Tunisia: Towards Environmental, Social, and Economic Sustainable Development","[""Maria Lisa Clodoveo"", ""Ahmed Yangui"", ""Mahdi Fendri"", ""Simona Giordano"", ""Pasquale Crupi"", ""Filomena Corbo""]",2021,Sustainability
pmc_PMC10063312.txt,10.1097/md.0000000000033409,Malignant transformation of meningioma: Case report,"[""Xiaoqin Qu"", ""Jingcheng Jiang"", ""Han Wang"", ""Chao Zhang"", ""Qingshan Deng"", ""Xiaoping Xu"", ""Shijun Zhou"", ""Yong Yi"", ""Lihua Qiu""]",2023,Medicine
https___openalex_org_W4312171786.txt,10.3390/su15010207,Digital Transformation as a Driver of the Financial Sector Sustainable Development: An Impact on Financial Inclusion and Operational Efficiency,"[""Inese Mavļutova"", ""Aivars Spilbergs"", ""Atis Verdenhofs"", ""Andris Nātriņš"", ""Ilja Arefjevs"", ""Tatjana Volkova""]",2022,Sustainability
https___openalex_org_W4400538092.txt,10.1007/s40820-024-01412-6,Solar-Driven Sustainability: III–V Semiconductor for Green Energy Production Technologies,"[""Bagavath Chandran"", ""Jeong‐Kyun Oh"", ""Sangwook Lee"", ""Dae‐Young Um"", ""Sung‐Un Kim"", ""Vignesh Veeramuthu"", ""Jin Seo Park"", ""Han Shuo"", ""Cheul‐Ro Lee"", ""Yong‐Ho Ra""]",2024,Nano-Micro Letters
https___openalex_org_W4400949491.txt,10.3390/su16156302,Data-Driven Decision-Making: Leveraging the IoT for Real-Time Sustainability in Organizational Behavior,"[""Saadia Malik""]",2024,Sustainability
pmc_PMC9969516.txt,10.1021/acs.jpca.2c08927,Computational Investigation of Substituent Effects on the Alcohol + Carbonyl Channel of Peroxy Radical Self- and Cross-Reactions,"[""Galib Hasan"", ""Vili-Taneli Salo"", ""Thomas Golin Almeida"", ""Rashid R. Valiev"", ""Theo Kurtén""]",2023,The Journal of Physical Chemistry. a
https___openalex_org_W3139070549.txt,10.3389/fsufs.2021.609097,"Climate Change Effects on Aquaculture Production: Sustainability Implications, Mitigation, and Adaptations","[""Sahya Maulu"", ""Oliver J. Hasimuna"", ""Lloyd Haambiya"", ""Concillia Monde"", ""Confred G. Musuka"", ""Timothy H. Makorwa"", ""Brian Pelekelo Munganga"", ""Kanyembo J. Phiri"", ""Jean Damascene Nsekanabo""]",2021,Frontiers in Sustainable Food Systems
pmc_PMC10142089.txt,10.3390/toxins15040280,Trends in Botulinum Toxin Use among Patients with Multiple Sclerosis: A Population-Based Study,"[""Djamel Bensmail"", ""Pierre Karam"", ""Anne Forestier"", ""Jean-Yves Loze"", ""Jonathan Lévy""]",2023,Toxins
pmc_PMC10141263.txt,10.1021/acsami.3c00170,Nitrilotriacetic Acid Improves Plasma Electrolytic Oxidation of Titanium for Biomedical Applications,"[""Sergiy Kyrylenko"", ""Maciej Sowa"", ""Alicja Kazek-Kęsik"", ""Agnieszka Stolarczyk"", ""Marcin Pisarek"", ""Yevheniia Husak"", ""Viktoriia Korniienko"", ""Volodymyr Deineka"", ""Roman Moskalenko"", ""Izabela Matuła"", ""Joanna Michalska"", ""Agata Jakóbik-Kolon"", ""Oleg Mishchenko"", ""Maksym Pogorielov"", ""Wojciech Simka""]",2023,ACS Applied Materials & Interfaces
pmc_PMC9891016.txt,10.4103/ijstd.ijstd_43_22,Prozone phenomenon in secondary syphilis with HIV co-infection: Two cases,"[""Praneet Awake"", ""Kalpana Angadi"", ""Sourav Sen"", ""Prasad Bhadange""]",2022,Indian Journal of Sexually Transmitted Diseases and AIDS
pmc_PMC10141533.txt,10.3390/medicina59040693,"A Cross-Sectional, Retrospective, and Comparative Study between Delirium and Non-Delirium Psychiatric Disorders in a Psychogeriatric Inpatient Population Referred to Consultation-Liaison Psychiatry Unit","[""Bernardo J. Barra"", ""Maximiliano Barahona"", ""Luis F. Varela"", ""Pilar Calvo"", ""Anna Bastidas"", ""Jorge Carreño"", ""Luis Pintor""]",2023,Medicina
pmc_PMC9803310.txt,10.1371/journal.pone.0273064,Acquirement of the autonomic nervous system modulation evaluated by heart rate variability in medaka ( Oryzias latipes ),"[""Tomomi Watanabe-Asaka"", ""Maki Niihori"", ""Hiroki Sonobe"", ""Kento Igarashi"", ""Shoji Oda"", ""Ken-ichi Iwasaki"", ""Yoshihiko Katada"", ""Toshikazu Yamashita"", ""Masahiro Terada"", ""Shoji A. Baba"", ""Hiroshi Mitani"", ""Chiaki Mukai""]",2022,PLOS ONE
pmc_PMC4169523.txt,10.1371/journal.pone.0106787,"Genotypic Diversity Analysis of Mycobacterium tuberculosis Strains Collected from Beijing in 2009, Using Spoligotyping and VNTR Typing","[""Yi Liu"", ""Miao Tian"", ""Xueke Wang"", ""Rongrong Wei"", ""Qing Xing"", ""Tizhuang Ma"", ""Xiaoying Jiang"", ""Wensheng Li"", ""Zhiguo Zhang"", ""Yu Xue"", ""Xuxia Zhang"", ""Wei Wang"", ""Tao Wang"", ""Feng Hong"", ""Junjie Zhang"", ""Sumin Wang"", ""Chuanyou Li""]",2014,PLoS ONE
pmc_PMC10314032.txt,10.1136/ard-2022-223468,Meta-analysis of erosive hand osteoarthritis identifies four common variants that associate with relatively large effect,"[""Unnur Styrkarsdottir"", ""Lilja Stefansdottir"", ""Gudmar Thorleifsson"", ""Olafur A Stefansson"", ""Saedis Saevarsdottir"", ""Sigrun H Lund"", ""Thorunn Rafnar"", ""Kazuyuki Hoshijima"", ""Kendra Novak"", ""Natividad Oreiro"", ""Ignacio Rego-Perez"", ""Channing Hansen"", ""Nikolas Kazmers"", ""Lambertus A Kiemeney"", ""Francisco J Blanco"", ""Tyler Barker"", ""Margreet Kloppenburg"", ""Michael J Jurynec"", ""Daniel F Gudbjartsson"", ""Helgi Jonsson"", ""Unnur Thorsteinsdottir"", ""Kari Stefansson""]",2023,Annals of the Rheumatic Diseases
https___openalex_org_W4280641674.txt,10.3390/ijgi11050313,Sustainable Urban Land-Use Optimization Using GIS-Based Multicriteria Decision-Making (GIS-MCDM) Approach,"[""Md. Mostafizur Rahman"", ""György Szabó""]",2022,ISPRS International Journal of Geo-Information
https___openalex_org_W3160914701.txt,10.3390/su13094742,Evaluation of Protein and Antioxidant Content in Apricot Kernels as a Sustainable Additional Source of Nutrition,"[""Eliška Rampáčková"", ""M. Göttingerová"", ""Pavel Gála"", ""T. Kiss"", ""Sezai Erċışlı"", ""Tomáš Nečas""]",2021,Sustainability
https___openalex_org_W3119429603.txt,10.1021/acssuschemeng.0c08055,Sustainable Lactic Acid Production from Lignocellulosic Biomass,"[""Yalin Li"", ""Sarang S. Bhagwat"", ""Yoel R. Cortés‐Peña"", ""Dongwon Ki"", ""Christopher V. Rao"", ""Yong‐Su Jin"", ""Jeremy S. Guest""]",2021,ACS Sustainable Chemistry & Engineering
pmc_PMC9807432.txt,10.1007/s12272-022-01425-y,Recent advances in selective and targeted drug/gene delivery systems using cell-penetrating peptides,"[""So Hee Nam"", ""Joonhyuck Park"", ""Heebeom Koo""]",2023,Archives of Pharmacal Research
https___openalex_org_W3167853685.txt,10.1080/01441647.2021.1938284,Transition policies for climatically sustainable aviation,"[""Stefan Gößling"", ""Chris Lyle""]",2021,Transport Reviews
https___openalex_org_W4362667227.txt,10.1111/1744-7941.12371,Promoting employee career growth: the benefits of sustainable human resource management,"[""Bao Cheng"", ""Xiaotong Yu"", ""Yun Dong"", ""Chong Zhong""]",2023,Asia Pacific Journal of Human Resources
pmc_PMC5381529.txt,10.4081/ejh.2016.2711,"Aortic Dissection is Associated with Reduced Polycystin-1 Expression, an Abnormality That Leads to Increased ERK Phosphorylation in Vascular Smooth Muscle Cells","[""J. Feng"", ""S. Ge"", ""L. Zhang"", ""H. Che"", ""C. Liang""]",2016,European Journal of Histochemistry : EJH
https___openalex_org_W4391841100.txt,10.1007/s10980-024-01834-y,A new framework for assessing ecosystem health with consideration of the sustainable supply of ecosystem services,"[""Ying Huang"", ""Xiaoyu Gan"", ""Yaofa Feng"", ""Jin Li"", ""Shaofei Niu"", ""Bo Zhou""]",2024,Landscape Ecology
https___openalex_org_W4283799826.txt,10.1016/j.jbusres.2022.06.050,Sustainable development goals research in higher education institutions: An interdisciplinarity assessment through an entropy-based indicator,"[""Dario Cottafava"", ""Grazia Sveva Ascione"", ""Laura Corazza"", ""Amandeep Dhir""]",2022,Journal of Business Research
https___openalex_org_W4396224883.txt,10.1002/bse.3769,Strategic pathways to achieve Sustainable Development Goal 12 through Industry 4.0: Moderating role of institutional pressure,"[""Mahak Sharma"", ""Pratibha Singh"", ""Konstantinos P. Tsagarakis""]",2024,Business Strategy and the Environment
https___openalex_org_W4285014207.txt,10.1016/j.cub.2022.06.040,Ets21C sustains a pro-regenerative transcriptional program in blastema cells of Drosophila imaginal discs,"[""Melanie I. Worley"", ""Nicholas J. Everetts"", ""Riku Yasutomi"", ""Rebecca J. Chang"", ""Shrey Saretha"", ""Nir Yosef"", ""Iswar K. Hariharan""]",2022,Current Biology
https___openalex_org_W4400285739.txt,10.3390/su16135688,Applications of Artificial Intelligence in Wheat Breeding for Sustainable Food Security,"[""Muhammad Ahtasham Mushtaq"", ""Hafiz Ghulam Muhu‐Din Ahmed"", ""Yawen Zeng""]",2024,Sustainability
https___openalex_org_W4402228726.txt,10.1080/14719037.2024.2394955,Capabilities for transformative sustainability management in cities,"[""Riina Bhatia"", ""Matti Pihlajamaa"", ""Kirsi Hyytinen"", ""Anni Jäntti""]",2024,Public Management Review
pmc_PMC3165997.txt,10.3201/eid1703100604,"Nontuberculous Mycobacteria in Respiratory Tract Infections, Eastern Asia","[""Sami Simons"", ""Jakko van Ingen"", ""Po-Ren Hsueh"", ""Nguyen Van Hung"", ""P.N. Richard Dekhuijzen"", ""Martin J. Boeree"", ""Dick van Soolingen""]",2011,Emerging Infectious Diseases
pmc_PMC10313481.txt,10.1016/j.jaccas.2023.101869,3D Printed Model-Guided Neonatal Transcatheter Closure of Left Main Coronary Artery-to-Right Ventricle Fistula,"[""Silvia Scalera"", ""Alberto Clemente"", ""Alessandra Pizzuto"", ""Emanuele Gasparotti"", ""Benigno Marco Fanni"", ""Emanuele Vignali"", ""Katia Capellini"", ""Simona Celi"", ""Giuseppe Santoro""]",2023,JACC Case Reports
https___openalex_org_W4224279466.txt,10.3390/su14084796,Green Economy—Green Jobs in the Context of Sustainable Development,"[""Anca Tănasie"", ""Luiza Loredana Năstase"", ""Luminița Vochița"", ""Andra Maria Manda"", ""Geanina Iulia Boțoteanu"", ""Cătălina Soriana Sitnikov""]",2022,Sustainability
pmc_PMC3166084.txt,10.1371/journal.pone.0023831,Osteopontin Enhances the Expression and Activity of MMP-2 via the SDF-1/CXCR4 Axis in Hepatocellular Carcinoma Cell Lines,"[""Rihua Zhang"", ""Xiaolin Pan"", ""Zuhu Huang"", ""Georg F. Weber"", ""Guoxin Zhang""]",2011,PLoS ONE
pmc_PMC4171572.txt,10.1186/1556-276x-9-504,Influence of delta-doping on the hole capture probability in Ge/Si quantum dot mid-infrared photodetectors,"[""Andrew Yakimov"", ""Victor Kirienko"", ""Vyacheslav Timofeev"", ""Aleksei Bloshkin"", ""Anatolii Dvurechenskii""]",2014,Nanoscale Research Letters
pmc_PMC9968247.txt,10.1007/s40257-022-00750-8,Alcohol and Smoking Cessation as Potential Modulators for Smoking-Associated Psoriasis Risk in Postmenopausal Women: The Women’s Health Initiative,"[""Wendy Li"", ""Alfred A. Chan"", ""Jiali Han"", ""Rowan T. Chlebowski"", ""Delphine J. Lee""]",2023,American Journal of Clinical Dermatology
https___openalex_org_W4387127592.txt,10.1021/acs.jctc.3c00419,A Perspective on Sustainable Computational Chemistry Software Development and Integration,"[""Rosa Di Felice"", ""Maricris L. Mayes"", ""Ryan M. Richard"", ""David B. Williams‐Young"", ""Garnet Kin‐Lic Chan"", ""Wibe A. de Jong"", ""Niranjan Govind"", ""Martin Head‐Gordon"", ""Matthew R. Hermes"", ""Karol Kowalski"", ""Xiaosong Li"", ""Hans Lischka"", ""Karl T. Mueller"", ""Erdal Mutlu"", ""Anders M. N. Niklasson"", ""Mark R. Pederson"", ""Bo Peng"", ""Ron Shepard"", ""Edward F. Valeev"", ""Mark van Schilfgaarde"", ""Bess Vlaisavljevich"", ""Theresa L. Windus"", ""Sotiris S. Xantheas"", ""Xing Zhang"", ""Paul M. Zimmerman""]",2023,Journal of Chemical Theory and Computation
https___openalex_org_W3204338063.txt,10.1016/j.bioactmat.2021.09.033,Facile fabrication of a biocompatible composite gel with sustained release of aspirin for bone regeneration,"[""Yunfan Zhang"", ""Xueyu Dou"", ""Lingyun Zhang"", ""Hufei Wang"", ""Ting Zhang"", ""Rushui Bai"", ""Qiannan Sun"", ""Xing Wang"", ""Tingting Yu"", ""Decheng Wu"", ""Bing Han"", ""Xuliang Deng""]",2021,Bioactive Materials
https___openalex_org_W3200564557.txt,10.1111/poms.13579,Humanitarian Operations and the UN Sustainable Development Goals,"[""Maria Besiou"", ""Alfonso J. Pedraza‐Martinez"", ""Luk N. Van Wassenhove""]",2021,Production and Operations Management
https___openalex_org_W3152264526.txt,10.1080/01930826.2021.1883376,A New Lens for Evaluation – Assessing Academic Libraries Using the UN Sustainable Development Goals,"[""Roxanne Missingham""]",2021,Journal of Library Administration
https___openalex_org_W4293594265.txt,10.3390/su141710731,Sustainable Growth Rate Analysis in Eastern European Companies,"[""Bojana Vuković"", ""Teodora Tica"", ""Dejan Jakšić""]",2022,Sustainability
pmc_PMC9974144.txt,10.7554/elife.86284,How the sunflower gets its rings,"[""Young-Joon Park"", ""Pil Joon Seo""]",2023,eLife
https___openalex_org_W3156997439.txt,10.3390/su13084389,Neuro-Competence Approach for Sustainable Engineering,"[""Susana Suarez-Fernandez de Miranda"", ""Francisco Aguayo-González"", ""María Jesús Ávila-Gutiérrez"", ""Antonio Córdoba Roldán""]",2021,Sustainability
pmc_PMC4171646.txt,10.18632/oncotarget.2267,"Multifunctional targeting daunorubicin plus quinacrine liposomes, modified by wheat germ agglutinin and tamoxifen, for treating brain glioma and glioma stem cells","[""Xue-Tao Li"", ""Rui-Jun Ju"", ""Xiu-Ying Li"", ""Fan Zeng"", ""Ji-Feng Shi"", ""Lei Liu"", ""Cheng-Xiang Zhang"", ""Meng-Ge Sun"", ""Jin-Ning Lou"", ""Wan-Liang Lu""]",2014,Oncotarget
https___openalex_org_W3134165720.txt,10.3390/su13052782,Burnout among Direct-Care Workers in Nursing Homes during the COVID-19 Pandemic in Spain: A Preventive and Educational Focus for Sustainable Workplaces,"[""José Ángel Martínez López"", ""Cristina Lázaro-Pérez"", ""José Gómez Galán""]",2021,Sustainability
https___openalex_org_W3199336537.txt,10.24818/basiq/2021/07/044,Internet of Things (IoT) and Sustainability,"[""Mihai Ioan Roşca"", ""Cristina Nicolae"", ""Emanuel Sanda"", ""Angela Madan""]",2021,Proceeding Papers
https___openalex_org_W4320901917.txt,10.1039/d2su00111j,Sustainable materials for renewable energy storage in the thermal battery,"[""Samantha L. Piper"", ""Craig M. Forsyth"", ""Mega Kar"", ""Callum Gassner"", ""R. Vijayaraghavan"", ""Surianarayanan Mahadevan"", ""Karolina Matuszek"", ""Jennifer M. Pringle"", ""Douglas R. MacFarlane""]",2023,RSC Sustainability
pmc_PMC9803734.txt,10.1007/s40519-022-01500-9,Integrating evidence-based PTSD treatment into intensive eating disorders treatment: a preliminary investigation,"[""Kimberly Claudat"", ""Erin E. Reilly"", ""Alexandra D. Convertino"", ""Julie Trim"", ""Anne Cusack"", ""Walter H. Kaye""]",2022,Eating and Weight Disorders
https___openalex_org_W4213114406.txt,10.3390/su14042275,"An Interdisciplinary Systematic Review on Sustainability in Tunneling—Bibliometrics, Challenges, and Solutions","[""Marco Huymajer"", ""Matthias Woegerbauer"", ""Leopold Winkler"", ""Alexandra Mazak‐Huemer"", ""Hubert Biedermann""]",2022,Sustainability
pmc_PMC9889692.txt,10.1111/jvim.16585,Electroencephalography of rapid eye movement sleep behavior disorder in a dog with generalized tetanus,"[""Marguerite Knipe"", ""Colleen Embersics"", ""Peter Dickinson""]",2022,Journal of Veterinary Internal Medicine
https___openalex_org_W3180146245.txt,10.1016/j.egyr.2021.05.080,Design and environmental sustainability assessment of energy-independent communities: The case study of a livestock farm in the North of Italy,"[""Anthony Maturo"", ""Andrea Petrucci"", ""Cesare Forzano"", ""Giovanni Francesco Giuzio"", ""Annamaria Buonomano"", ""Andreas Athienitis""]",2021,Energy Reports
